fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
111.997400001201,3,2,0,0,1,4
94.0086999999039,4,2,0,0,1,4
196.029599999747,4,2,0,0,1,4
74.047400001291,3,3,0,1,21,1
148.289199998544,1,3,0,1,21,1
62.0394999987184,2,4,1,0,15,3
512.51720000073,3,4,1,0,15,3
120.113999999376,4,5,1,1,21,3
128.024099998584,1,5,1,1,21,3
150.018600001204,2,5,1,1,21,3
170.070199999827,3,5,1,1,21,3
294.025600000168,3,5,1,1,21,3
403.016000000207,2,5,1,1,21,3
203.95329999883,3,6,0,0,15,2
105.967699999383,2,6,0,0,15,2
59.9958000002516,3,7,1,0,9,4
380.088100000648,4,7,1,0,9,4
103.994400000374,2,8,1,0,1,1
182.003500000064,4,8,1,0,1,1
356.302900001538,1,8,1,0,1,1
287.980299999617,1,9,0,0,9,1
89.8717000000033,1,9,0,0,9,1
149.98839999862,1,10,0,1,21,1
127.976800000397,1,13,0,0,21,2
165.998300000865,2,13,0,0,21,2
231.446200001301,2,13,0,0,21,2
253.982899999755,1,14,1,0,1,1
483.006500000556,3,15,1,1,15,2
95.9940000011557,1,17,1,0,1,1
128.00530000095,3,18,0,0,21,2
153.968799999348,4,18,0,0,21,2
470.67590000006,2,18,0,0,21,2
414.044099999956,1,20,1,0,9,1
171.980899998744,2,21,1,1,21,3
310.063799999625,4,23,1,0,15,4
154.056400000627,3,24,0,0,9,4
281.959600000846,4,24,0,0,9,4
775.912700000845,2,25,0,0,21,2
298.935499999061,2,26,0,1,1,2
407.502299998669,2,26,0,1,1,2
63.9541000000463,1,27,1,0,15,1
246.051699999953,2,27,1,0,15,1
57.8260000002047,2,27,1,0,15,1
50.0135000002047,2,27,1,0,15,1
131.944799999474,2,28,1,0,9,1
443.747699999221,1,28,1,0,9,1
118.029299999762,2,29,0,0,21,4
171.966899999461,4,29,0,0,21,4
390.089699998498,4,29,0,0,21,4
58.0055999998876,3,30,1,1,1,2
510.032000000137,2,30,1,1,1,2
127.966099998957,2,31,0,0,9,1
363.974900001267,1,31,0,0,9,1
104.021500001181,4,32,1,0,15,1
355.984699999681,1,32,1,0,15,1
234.035800000129,2,32,1,0,15,1
335.940599999958,1,32,1,0,15,1
151.992099999916,2,32,1,0,15,1
288.593200000832,3,33,1,0,9,3
222.003799999584,1,34,0,0,21,2
315.993700000035,2,34,0,0,21,2
156.067500000063,4,35,0,0,15,3
328.369299999395,3,35,0,0,15,3
381.985600000917,4,36,0,0,1,4
68.0391000005329,1,36,0,0,1,4
163.986399998976,3,36,0,0,1,4
165.964099998746,2,36,0,0,1,4
143.915700000434,3,38,1,0,15,2
506.007899999531,2,38,1,0,15,2
118.024300001707,1,39,0,1,1,2
148.001100000329,2,39,0,1,1,2
550.006999999823,1,40,1,0,9,1
59.9720000009256,1,40,1,0,9,1
282.038600000305,1,40,1,0,9,1
315.416700001151,1,40,1,0,9,1
195.921600001384,4,41,1,0,9,4
195.630199999869,3,42,1,0,21,2
184.053999999378,1,42,1,0,21,2
294.018399999914,2,42,1,0,21,2
199.989700000515,3,42,1,0,21,2
360.033599999952,2,43,0,0,15,2
215.966100000514,1,44,1,0,1,4
194.833699999435,4,44,1,0,1,4
208.865099999457,4,45,1,1,21,4
139.969599998949,1,45,1,1,21,4
87.9607000006217,4,46,0,0,15,1
428.772200000822,1,46,0,0,15,1
253.993100001026,3,47,0,1,9,4
184.023499999967,4,47,0,1,9,4
210.027899998749,1,49,1,0,9,3
118.309100000261,4,50,0,0,21,4
464.251299999887,1,51,1,1,15,1
326.013599998987,2,52,0,1,1,2
351.931499999409,3,53,0,0,1,3
68.0467000001954,1,54,1,0,21,1
180.039400000169,2,55,0,0,15,4
386.067600000388,4,55,0,0,15,4
188.292199998614,3,55,0,0,15,4
139.99960000001,2,57,0,0,1,4
138.323200000741,2,58,1,0,21,1
56.0323000008793,2,58,1,0,21,1
170.049099999233,1,58,1,0,21,1
249.241800000163,1,58,1,0,21,1
193.921399999454,1,59,1,0,9,1
66.0150999992766,3,60,0,1,15,3
342.07140000035,3,60,0,1,15,3
