fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
177.737499999694,1,1,1,1,15,3
235.66400000027,3,1,1,1,15,3
339.796600000227,2,2,1,0,3,2
170.038199999908,3,3,0,1,14,4
197.959999999966,1,3,0,1,14,4
195.940300000075,4,3,0,1,14,4
135.872899999868,2,3,0,1,14,4
168.037700000241,1,4,0,0,20,4
371.013399999811,4,4,0,0,20,4
250.053200000366,2,6,0,0,20,3
137.245200000052,3,6,0,0,20,3
164.702900000066,1,7,1,0,14,1
344.232599999941,3,8,0,0,15,3
167.981000000054,3,9,1,1,15,1
69.9600000002647,1,9,1,1,15,1
282.640100000208,1,9,1,1,15,1
396.032900000137,2,10,1,0,3,2
87.963800000125,4,11,0,1,20,3
136.048099999698,3,11,0,1,20,3
85.6660000004013,3,11,0,1,20,3
169.850400000087,1,12,0,0,14,1
147.967200000039,1,13,1,0,3,4
65.9709999999905,3,14,0,0,20,3
84.0315000000373,3,14,0,0,20,3
75.3108999997494,1,16,1,0,14,1
195.994100000007,1,18,0,1,15,1
81.9891000001007,1,19,0,0,20,3
182.047699999657,3,19,0,0,20,3
259.976299999835,4,19,0,0,20,3
137.990600000194,2,19,0,0,20,3
144.136199999593,1,19,0,0,20,3
138.067999999748,3,19,0,0,20,3
347.925900000064,4,19,0,0,20,3
114.013900000373,2,19,0,0,20,3
456.020699999954,1,19,0,0,20,3
197.611000000052,1,22,0,0,14,2
127.985300000091,4,26,0,0,15,4
87.9903999998533,4,26,0,0,15,4
313.5142000001,2,27,1,0,20,2
187.996300000123,2,28,0,1,14,3
85.8756999996331,1,28,0,1,14,3
173.785399999815,3,28,0,1,14,3
136.011900000085,4,31,0,0,20,2
172.876100000394,3,31,0,0,20,2
73.9530000000741,2,32,1,0,14,1
440.096000000267,1,34,1,0,14,1
70.5007999999907,1,34,1,0,14,1
262.083300000086,2,35,0,0,3,4
190.069300000232,4,35,0,0,3,4
161.754199999905,4,35,0,0,3,4
176.066500000161,4,36,1,0,20,4
146.193700000367,4,36,1,0,20,4
240.026899999975,2,37,1,1,3,2
131.959400000142,4,38,0,1,20,2
228.004600000077,1,38,0,1,20,2
106.026699999802,2,39,0,0,14,2
293.099799999709,3,43,1,0,20,3
152.041899999858,2,44,0,0,14,1
398.838100000376,1,44,0,0,14,1
124.051700000109,1,45,1,1,14,4
90.0139000000308,3,45,1,1,14,4
117.969999999787,2,45,1,1,14,4
411.991099999796,4,45,1,1,14,4
248.006400000122,1,46,0,1,15,1
100.262500000099,4,46,0,1,15,1
194.038000000091,4,47,0,0,3,1
235.930599999847,1,47,0,0,3,1
151.998100000128,3,48,1,0,20,3
116.109900000083,4,48,1,0,20,3
213.986600000226,1,49,0,0,14,1
290.202799999861,1,50,0,1,3,3
122.030300000006,1,50,0,1,3,3
547.928299999967,3,50,0,1,3,3
123.949599999833,3,50,0,1,3,3
156.008500000098,2,51,0,0,15,2
55.9375000002547,4,51,0,0,15,2
245.972400000028,2,51,0,0,15,2
290.042499999799,4,51,0,0,15,2
71.8236000002435,2,51,0,0,15,2
624.02529999963,3,52,1,0,20,3
338.062400000126,3,53,1,0,3,3
188.085199999932,1,53,1,0,3,3
220.043599999826,1,54,1,0,20,4
196.025799999916,4,54,1,0,20,4
327.997399999731,4,54,1,0,20,4
122.02329999991,3,55,0,0,14,1
417.328600000019,1,55,0,0,14,1
127.982499999689,2,56,1,1,15,2
225.120999999945,1,57,0,0,15,1
185.946999999942,1,58,0,0,14,2
515.069500000209,2,58,0,0,14,2
462.917899999866,2,59,1,0,3,2
326.610000000073,4,60,1,0,20,1
