fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
127.615699999751,1,1,0,0,3,2
87.9780999998729,2,1,0,0,3,2
641.113599999699,2,1,0,0,3,2
175.939400000061,2,2,0,0,14,1
1068.30739999987,1,2,0,0,14,1
777.377100000194,4,6,0,0,15,4
224.896599999738,1,7,0,0,14,1
137.286300000142,4,8,0,0,20,4
528.748899999755,2,9,0,0,3,2
104.794599999877,4,10,0,0,14,4
80.5989999998928,3,11,0,0,15,3
360.481199999867,3,12,0,0,20,3
304.039099999954,2,13,0,0,14,2
743.940800000018,3,13,0,0,14,2
496.331200000441,2,13,0,0,14,2
890.051600000334,4,14,0,0,3,4
720.303000000058,2,15,0,0,20,2
592.858100000285,4,16,0,0,15,4
63.951999999972,2,17,0,0,14,2
719.96259999969,2,17,0,0,14,2
87.9862000001594,2,17,0,0,14,2
631.979899999806,2,17,0,0,14,2
879.966499999682,2,17,0,0,14,2
79.989100000148,1,17,0,0,14,2
416.377000000011,2,17,0,0,14,2
96.4394000002358,3,18,0,0,3,3
145.052299999861,3,19,0,0,15,4
456.017299999985,1,19,0,0,15,4
343.911299999945,2,19,0,0,15,4
383.996300000035,3,19,0,0,15,4
136.387199999717,4,19,0,0,15,4
239.962999999989,3,20,0,0,20,3
152.033500000016,4,20,0,0,20,3
488.673699999708,3,20,0,0,20,3
112.051399999928,1,23,0,0,14,2
256.01800000004,3,24,0,0,15,3
327.968200000214,1,24,0,0,15,3
351.933500000086,3,24,0,0,15,3
296.092699999917,1,24,0,0,15,3
320.000500000333,3,24,0,0,15,3
816.027999999733,1,24,0,0,15,3
112.68199999995,3,24,0,0,15,3
