fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
79.7629999997298,1,1,0,0,15,2
347.631399999955,2,1,0,0,15,2
149.788400000034,3,2,0,0,14,2
211.893899999268,4,2,0,0,14,2
364.014699999643,2,2,0,0,14,2
167.566099999931,2,3,1,0,3,2
467.466399999466,3,4,1,0,20,3
297.996400000557,1,5,0,0,14,1
179.996099999698,1,6,1,1,3,1
182.005800000297,2,6,1,1,3,1
104.769300000044,1,6,1,1,3,1
151.976600000125,3,7,0,0,15,2
422.029299999849,4,8,1,0,20,4
338.519300000371,1,9,0,1,3,1
366.368500000135,2,10,1,0,20,2
231.983500000752,3,11,0,0,14,1
163.995699999759,2,11,0,0,14,1
359.891400000379,1,11,0,0,14,1
335.99090000007,4,11,0,0,14,1
322.787600000083,2,12,1,0,15,2
358.01470000024,3,12,1,0,15,2
371.935099999973,4,12,1,0,15,2
435.777400000006,2,12,1,0,15,2
60.0387999993472,3,13,1,1,3,2
57.9857000002448,3,13,1,1,3,2
158.011600000464,4,13,1,1,3,2
442.015700000411,2,13,1,1,3,2
186.008900000161,1,14,1,0,20,4
176.041400000031,2,14,1,0,20,4
149.95480000016,1,14,1,0,20,4
305.977500000154,1,14,1,0,20,4
505.746499999987,2,14,1,0,20,4
55.9955999997328,3,15,0,0,14,1
119.984099999783,3,15,0,0,14,1
240.021999999954,2,15,0,0,14,1
343.646099999205,1,15,0,0,14,1
611.767000000327,2,16,0,1,15,2
192.021699999714,1,17,0,0,3,3
104.000000000269,2,17,0,0,3,3
423.51090000011,3,17,0,0,3,3
441.351200000099,3,18,0,0,20,3
337.227399999392,4,19,1,0,15,4
223.907900000086,1,20,1,0,14,1
186.073599999872,4,20,1,0,14,1
179.964400000244,2,21,0,0,15,2
172.071400000277,1,21,0,0,15,2
249.011599999903,4,22,0,0,3,4
66.0647000004246,4,23,1,0,14,2
164.009499999338,4,23,1,0,14,2
177.962900000239,3,23,1,0,14,2
186.046099999658,2,23,1,0,14,2
68.0555999997523,2,23,1,0,14,2
106.034100000215,2,23,1,0,14,2
200.921999999991,2,23,1,0,14,2
157.995300000039,1,24,0,0,20,4
204.03879999958,2,24,0,0,20,4
400.056100000256,4,24,0,0,20,4
182.057500000155,4,25,0,1,3,4
95.991099999992,3,26,1,0,15,3
304.906200000005,1,26,1,0,15,3
111.997200000587,2,27,1,0,14,3
61.94830000004,2,27,1,0,14,3
141.96389999961,2,27,1,0,14,3
262.003099999674,1,27,1,0,14,3
466.012099999716,3,27,1,0,14,3
136.022599999706,1,28,1,1,20,1
140.017800000351,1,28,1,1,20,1
178.019099999801,3,28,1,1,20,1
403.97109999958,2,29,1,0,3,2
310.017800000423,2,30,0,0,15,4
373.834499999248,4,30,0,0,15,4
189.995099999578,1,31,0,0,20,2
175.950499999999,2,32,0,0,14,1
97.9880000004414,1,32,0,0,14,1
166.02899999998,1,32,0,0,14,1
132.02420000016,1,32,0,0,14,1
123.991899999965,1,33,1,1,15,3
81.9976000002498,3,33,1,1,15,3
161.591199999748,3,33,1,1,15,3
347.772999999506,2,34,0,1,3,2
54.0464999994583,3,36,1,0,20,3
233.996400000251,3,36,1,0,20,3
86.0235000000102,4,37,1,0,15,3
81.9877999992968,2,37,1,0,15,3
461.000700000113,3,37,1,0,15,3
299.9891999998,3,38,1,0,3,3
122.695500000191,1,39,0,0,14,1
327.851200000623,3,40,0,0,20,3
380.531099999644,1,41,0,1,14,1
294.001700000081,2,42,1,1,15,1
159.986900000149,3,42,1,1,15,1
112.012700000378,4,42,1,1,15,1
273.998900000151,1,42,1,1,15,1
470.557899999221,2,42,1,1,15,1
54.0065000004688,4,44,0,0,20,4
337.977099999989,3,45,1,0,3,3
147.914700000001,2,46,1,1,20,4
94.083199999659,1,46,1,1,20,4
458.06950000042,4,46,1,1,20,4
408.434099999795,3,47,0,0,15,3
343.827700000475,1,48,1,0,14,1
200.059499999952,4,49,1,0,3,4
407.992600000398,2,50,0,0,20,2
249.238299999888,4,51,0,0,15,4
245.227200000045,2,52,0,1,14,2
469.381599999906,1,53,0,0,15,1
203.993799999807,1,54,1,0,3,4
80.0441999999748,1,54,1,0,3,4
332.019399999808,4,54,1,0,3,4
217.971300000499,1,54,1,0,3,4
236.045699999522,1,54,1,0,3,4
711.957100000291,4,54,1,0,3,4
227.171599999565,2,54,1,0,3,4
486.017000000174,1,55,1,0,14,2
194.040300000779,3,56,0,0,20,2
173.945500000627,1,56,0,0,20,2
528.889399999571,3,56,0,0,20,2
92.9177000007257,2,57,0,1,3,1
193.932000000132,2,57,0,1,3,1
171.936199999436,4,57,0,1,3,1
277.945600000749,3,57,0,1,3,1
156.005300000288,4,57,0,1,3,1
328.045799999927,2,57,0,1,3,1
120.64620000001,1,57,0,1,3,1
147.959799999626,3,58,1,1,14,4
206.012800000281,4,58,1,1,14,4
289.974799999982,3,59,0,0,20,3
110.032599999613,4,60,1,0,15,4
66.05750000017,4,60,1,0,15,4
