sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0
90,3,Stimuli\scenes\mainScenes\pexels-level-media-3016430.jpg,20,928,z,L,1,1628,892,1733.6,997.6,2,20,0,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4258272.jpg,21,897,z,L,1,1724,318,1829.6,423.6,1,3,1,0
90,3,Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg,22,1444,/?,L,0,1254,226,1359.6,331.6,1,15,0,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062094.jpg,23,955,/?,R,1,1230,578,1335.6,683.6,3,14,0,1
90,3,Stimuli\scenes\mainScenes\AdobeStock_106076039.jpeg,24,1189,z,L,1,1658,480,1763.6,585.6,3,20,1,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-8583892.jpg,25,1079,/?,R,1,1504,622,1609.6,727.6,3,14,0,1
90,3,Stimuli\scenes\mainScenes\pexels-get-lost-mike-8504308.jpg,26,856,/?,R,1,1674,314,1779.6,419.6,1,15,0,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4221389.jpg,27,742,z,L,1,910,916,1015.6,1021.6,2,3,0,0
90,3,Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg,28,1681,z,L,1,160,886,265.6,991.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\pexels-alexander-zvir-4252510.jpg,29,1101,/?,R,1,988,492,1093.6,597.6,1,14,1,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027852.jpg,30,1902,/?,R,1,1180,380,1285.6,485.6,1,15,0,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713242.jpg,31,1033,/?,R,1,282,884,387.6,989.6,2,3,0,1
90,3,Stimuli\scenes\mainScenes\036_L_filler_absent_bowl.jpg,32,1286,z,L,1,342,854,447.6,959.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-8031902.jpg,33,565,/?,R,1,716,780,821.6,885.6,2,3,0,1
90,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6489116.jpg,34,1313,z,L,1,1558,748,1663.6,853.6,3,14,0,0
90,3,Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-8363713.jpg,35,1131,/?,R,1,1120,650,1225.6,755.6,3,15,1,0
90,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg,36,965,/?,R,1,1012,942,1117.6,1047.6,2,20,0,1
90,3,Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg,37,1021,/?,R,1,1438,388,1543.6,493.6,2,3,0,0
90,3,Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg,38,993,/?,R,1,806,602,911.6,707.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\pexels-ryan-donnelly-100575.jpg,39,1481,/?,R,1,1572,698,1677.6,803.6,3,14,0,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-15409439.jpg,40,791,/?,R,1,1042,496,1147.6,601.6,3,15,1,1
90,3,Stimuli\scenes\mainScenes\pexels-get-lost-mike-8504308.jpg,41,1336,z,L,1,1674,314,1779.6,419.6,1,14,1,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713242.jpg,42,739,z,L,1,662,442,767.6,547.6,1,15,0,1
90,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956843.jpg,43,1205,/?,L,0,508,888,613.6,993.6,2,3,0,1
90,3,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg,44,1178,z,L,1,936,902,1041.6,1007.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061668.jpg,45,802,/?,R,1,1488,510,1593.6,615.6,3,3,1,1
90,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg,46,930,z,L,1,426,526,531.6,631.6,3,14,0,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4258272.jpg,47,869,/?,R,1,186,562,291.6,667.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4800177.jpg,48,954,z,L,1,386,140,491.6,245.6,1,15,0,1
90,3,Stimuli\scenes\mainScenes\pexels-get-lost-mike-8561916.jpg,49,1452,/?,R,1,254,206,359.6,311.6,1,14,1,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-6835079.jpg,50,802,/?,R,1,1010,910,1115.6,1015.6,2,3,0,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-3958964.jpg,51,1572,z,L,1,68,324,173.6,429.6,1,15,0,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,52,878,/?,R,1,322,898,427.6,1003.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-5353944.jpg,53,2004,z,L,1,1644,132,1749.6,237.6,1,3,1,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4119833.jpg,54,1715,/?,R,1,732,540,837.6,645.6,3,15,1,0
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713243.jpg,55,1327,/?,R,1,672,894,777.6,999.6,3,14,0,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-8583892.jpg,56,810,/?,R,1,878,892,983.6,997.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\AdobeStock_214273596.jpeg,57,841,/?,R,1,828,668,933.6,773.6,2,3,0,0
90,3,Stimuli\scenes\mainScenes\pexels-level-media-3016430.jpg,58,1512,/?,R,1,1628,892,1733.6,997.6,2,20,0,0
90,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312078.jpg,59,1532,/?,R,1,1758,598,1863.6,703.6,3,14,0,1
90,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008407.jpg,60,830,z,L,1,774,192,879.6,297.6,1,15,0,1
