sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0
49,2,Stimuli\scenes\mainScenes\AdobeStock_214273596.jpeg,16,630,z,L,1,808,472,913.6,577.6,1,22,0,1
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg,17,636,z,L,1,1386,664,1491.6,769.6,3,7,0,1
49,2,Stimuli\scenes\mainScenes\073_L_filler_absent_coffeemug.jpg,18,947,/?,R,1,1350,806,1455.6,911.6,2,8,0,0
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7214338.jpg,19,890,/?,R,1,1334,548,1439.6,653.6,3,9,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027784.jpg,20,916,z,L,1,1466,458,1571.6,563.6,1,22,0,0
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7005450.jpg,21,1360,z,R,0,1210,150,1315.6,255.6,1,7,1,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-5900806.jpg,22,1924,z,L,1,1200,894,1305.6,999.6,2,8,0,0
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg,23,1422,z,L,1,1740,324,1845.6,429.6,1,9,1,0
49,2,Stimuli\scenes\mainScenes\080_L_filler_absent_plant.jpg,24,1686,/?,R,1,756,212,861.6,317.6,1,22,0,1
49,2,Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg,25,902,/?,R,1,976,126,1081.6,231.6,1,22,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601172.jpg,26,1194,z,L,1,1612,834,1717.6,939.6,2,8,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027786.jpg,27,1379,/?,R,1,290,744,395.6,849.6,3,7,0,1
49,2,Stimuli\scenes\mainScenes\041_L_filler_absent_fruit.jpg,28,1236,z,L,1,1416,740,1521.6,845.6,3,9,0,0
49,2,Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg,29,917,z,L,1,534,446,639.6,551.6,3,8,1,1
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061668.jpg,30,1983,z,L,1,1488,510,1593.6,615.6,3,7,0,0
49,2,Stimuli\scenes\mainScenes\pexels-get-lost-mike-9993440.jpg,31,1160,/?,R,1,254,594,359.6,699.6,1,22,0,0
49,2,Stimuli\scenes\mainScenes\pexels-level-media-3016430.jpg,32,1078,z,L,1,1628,892,1733.6,997.6,2,9,1,0
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4469155.jpg,33,1498,z,L,1,806,396,911.6,501.6,1,22,0,1
49,2,Stimuli\scenes\mainScenes\AdobeStock_479119675.jpeg,34,966,/?,R,1,1472,158,1577.6,263.6,1,7,1,0
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956124.jpg,35,935,z,L,1,594,282,699.6,387.6,1,8,1,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7028072.jpg,36,1769,/?,R,1,1610,792,1715.6,897.6,3,9,0,0
49,2,Stimuli\scenes\mainScenes\pexels-get-lost-mike-10450051.jpg,37,1034,z,L,1,1324,212,1429.6,317.6,1,22,0,0
49,2,Stimuli\scenes\mainScenes\AdobeStock_216902241.jpeg,38,1536,/?,R,1,1414,352,1519.6,457.6,3,7,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-3990599.jpg,39,1289,z,L,1,1268,412,1373.6,517.6,3,9,0,1
49,2,Stimuli\scenes\mainScenes\pexels-get-lost-mike-8561916.jpg,40,1158,z,L,1,1666,914,1771.6,1019.6,2,8,0,0
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-8186477.jpg,41,704,z,L,1,336,888,441.6,993.6,3,7,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-5353944.jpg,42,1356,z,L,1,1550,928,1655.6,1033.6,2,22,1,0
49,2,Stimuli\scenes\mainScenes\pexels-ryan-donnelly-100575.jpg,43,910,z,L,1,198,882,303.6,987.6,2,8,0,0
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713243.jpg,44,2022,/?,R,1,1760,736,1865.6,841.6,3,9,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4119833.jpg,45,1045,z,L,1,1136,200,1241.6,305.6,1,8,1,1
49,2,Stimuli\scenes\mainScenes\pexels-terry-magallanes-3623785.jpg,46,862,/?,R,1,528,442,633.6,547.6,3,7,0,0
49,2,Stimuli\scenes\mainScenes\pexels-alex-qian-2343467.jpg,47,1596,z,L,1,1494,436,1599.6,541.6,1,22,0,0
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,48,741,z,L,1,1160,688,1265.6,793.6,3,9,0,1
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg,49,1478,/?,R,1,1012,942,1117.6,1047.6,2,8,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-15409439.jpg,50,1076,z,L,1,1042,496,1147.6,601.6,3,7,0,1
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008407.jpg,51,1273,z,L,1,1574,770,1679.6,875.6,3,9,0,1
49,2,Stimuli\scenes\mainScenes\pexels-sharath-g-4722305.jpg,52,1614,z,L,1,422,960,527.6,1065.6,2,22,1,1
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6782481.jpg,53,854,z,L,1,1028,938,1133.6,1043.6,2,8,0,0
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008398.jpg,54,860,z,L,1,116,534,221.6,639.6,3,7,0,0
49,2,Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-11315956.jpg,55,3381,z,L,1,1394,522,1499.6,627.6,3,9,0,0
49,2,Stimuli\scenes\mainScenes\036_L_filler_absent_bowl.jpg,56,948,z,L,1,1396,536,1501.6,641.6,3,22,1,0
49,2,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17181942.jpg,57,2231,z,L,1,1450,646,1555.6,751.6,3,7,0,0
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956843.jpg,58,876,/?,R,1,568,508,673.6,613.6,3,9,0,0
49,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601072.jpg,59,642,z,L,1,590,926,695.6,1031.6,2,8,0,1
49,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7031868.jpg,60,1424,/?,R,1,108,660,213.6,765.6,3,22,1,1
