sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956843.jpg,1,703,z,L,1,1592,458,1697.6,563.6,1,3,1,1
90,6,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158648.jpg,2,834,/?,R,1,1538,826,1643.6,931.6,2,20,0,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-3990599.jpg,3,825,/?,R,1,864,72,969.6,177.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-terry-magallanes-3623785.jpg,4,1168,z,L,1,1518,212,1623.6,317.6,1,14,1,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4800177.jpg,5,1649,/?,R,1,1478,692,1583.6,797.6,3,14,0,1
90,6,Stimuli\scenes\mainScenes\pexels-get-lost-mike-8504308.jpg,6,624,z,R,0,360,946,465.6,1051.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\pexels-alex-qian-2343467.jpg,7,767,z,L,1,1202,910,1307.6,1015.6,2,20,0,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-8031902.jpg,8,976,/?,R,1,308,188,413.6,293.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-pixabay-271647.jpg,9,745,z,L,1,316,910,421.6,1015.6,2,15,1,1
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg,10,1076,z,L,1,1630,966,1735.6,1071.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg,11,1353,/?,R,1,1386,664,1491.6,769.6,3,14,0,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-8186477.jpg,12,1139,z,L,1,1298,954,1403.6,1059.6,2,20,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-3958964.jpg,13,1093,/?,R,1,182,880,287.6,985.6,2,3,0,1
90,6,Stimuli\scenes\mainScenes\AdobeStock_106076039.jpeg,14,1218,/?,R,1,32,230,137.6,335.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827398.jpg,15,1585,/?,R,1,486,190,591.6,295.6,1,20,1,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-3935337.jpg,16,3298,z,R,0,1528,776,1633.6,881.6,3,14,0,0
90,6,Stimuli\scenes\mainScenes\AdobeStock_27579147.jpeg,17,990,/?,R,1,546,380,651.6,485.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,18,1207,/?,R,1,1160,688,1265.6,793.6,3,14,0,0
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7587482.jpg,19,958,z,L,1,1240,916,1345.6,1021.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601072.jpg,20,776,/?,R,1,590,926,695.6,1031.6,2,20,0,0
90,6,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158669.jpg,21,769,z,L,1,738,606,843.6,711.6,3,3,1,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7028072.jpg,22,881,/?,R,1,1188,146,1293.6,251.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956124.jpg,23,1437,/?,R,1,1148,914,1253.6,1019.6,2,20,0,1
90,6,Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg,24,1260,/?,R,1,976,126,1081.6,231.6,1,14,1,1
90,6,Stimuli\scenes\mainScenes\041_L_filler_absent_fruit.jpg,25,1642,/?,R,1,1416,740,1521.6,845.6,3,14,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713242.jpg,26,941,/?,R,1,266,606,371.6,711.6,2,3,0,1
90,6,Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg,27,848,z,L,1,1438,388,1543.6,493.6,2,15,1,0
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312078.jpg,28,1022,z,L,1,1014,852,1119.6,957.6,2,20,0,0
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7018399.jpg,29,781,/?,R,1,1292,936,1397.6,1041.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg,30,853,/?,R,1,160,886,265.6,991.6,2,20,0,1
90,6,Stimuli\scenes\mainScenes\AdobeStock_479119675.jpeg,31,979,/?,R,1,606,898,711.6,1003.6,2,14,1,1
90,6,Stimuli\scenes\mainScenes\pexels-jesse-bannister-7033835.jpg,32,1973,z,R,0,418,370,523.6,475.6,1,15,0,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4221389.jpg,33,1550,z,L,1,474,108,579.6,213.6,1,15,0,0
90,6,Stimuli\scenes\mainScenes\pexels-denys-gromov-4716789.jpg,34,991,z,L,1,918,534,1023.6,639.6,2,3,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062094.jpg,35,1107,z,L,1,574,298,679.6,403.6,1,20,1,1
90,6,Stimuli\scenes\mainScenes\036_L_filler_absent_bowl.jpg,36,2432,z,L,1,1396,536,1501.6,641.6,3,14,0,0
90,6,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg,37,1102,/?,R,1,936,902,1041.6,1007.6,2,15,1,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4258272.jpg,38,754,z,L,1,186,562,291.6,667.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6782481.jpg,39,854,/?,R,1,1028,938,1133.6,1043.6,2,20,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027786.jpg,40,627,/?,R,1,894,568,999.6,673.6,3,14,0,1
90,6,Stimuli\scenes\mainScenes\pexels-mark-mccammon-2724749.jpg,41,1122,z,R,0,1382,918,1487.6,1023.6,2,3,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4469155.jpg,42,1389,z,L,1,806,396,911.6,501.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-ryan-donnelly-100575.jpg,43,1501,/?,R,1,1572,698,1677.6,803.6,3,14,0,0
90,6,Stimuli\scenes\mainScenes\pexels-get-lost-mike-10450051.jpg,44,825,z,L,1,1048,868,1153.6,973.6,2,20,0,0
90,6,Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-11315956.jpg,45,712,/?,R,1,864,288,969.6,393.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-5900798.jpg,46,764,z,L,1,414,934,519.6,1039.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\AdobeStock_214273596.jpeg,47,1461,/?,R,1,808,472,913.6,577.6,1,14,1,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062154.jpg,48,738,z,L,1,1252,540,1357.6,645.6,3,20,1,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062099.jpg,49,965,z,R,0,1444,918,1549.6,1023.6,2,3,0,1
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg,50,1409,z,L,1,34,900,139.6,1005.6,2,20,0,0
90,6,Stimuli\scenes\mainScenes\080_L_filler_absent_plant.jpg,51,1607,z,L,1,478,904,583.6,1009.6,2,14,1,0
90,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061393.jpg,52,980,z,L,1,1602,844,1707.6,949.6,3,15,1,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-8583892.jpg,53,2125,/?,R,1,878,892,983.6,997.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\036_L_filler_absent_bowl.jpg,54,817,/?,R,1,1396,536,1501.6,641.6,3,14,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008407.jpg,55,736,z,R,0,474,946,579.6,1051.6,2,20,0,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4800177.jpg,56,1098,z,L,1,386,140,491.6,245.6,1,15,0,1
90,6,Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg,57,973,z,L,1,1418,680,1523.6,785.6,2,3,0,0
90,6,Stimuli\scenes\mainScenes\pexels-keegan-checks-10117731.jpg,58,1070,z,L,1,638,334,743.6,439.6,1,15,0,0
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827337.jpg,59,924,z,L,1,648,914,753.6,1019.6,2,20,0,1
90,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027786.jpg,60,1239,/?,R,1,656,468,761.6,573.6,1,14,1,0
