sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0
90,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7060815.jpg,35,836,/?,R,1,1692,930,1797.6,1035.6,2,3,0,0
90,2,Stimuli\scenes\mainScenes\pexels-get-lost-mike-9993440.jpg,36,1263,/?,R,1,860,678,965.6,783.6,2,20,0,1
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-5900806.jpg,37,525,z,L,1,936,544,1041.6,649.6,3,3,1,1
90,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061393.jpg,38,2534,z,L,1,1562,118,1667.6,223.6,1,20,1,0
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,39,856,z,L,1,386,500,491.6,605.6,3,14,0,0
90,2,Stimuli\scenes\mainScenes\pexels-denys-gromov-4716789.jpg,40,646,z,R,0,708,230,813.6,335.6,1,15,0,1
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062154.jpg,41,668,/?,R,1,534,340,639.6,445.6,1,15,0,1
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827337.jpg,42,1198,/?,R,1,648,914,753.6,1019.6,2,3,0,0
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7028072.jpg,43,818,/?,R,1,950,842,1055.6,947.6,2,20,0,1
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4839334.jpg,44,1038,z,L,1,1398,496,1503.6,601.6,3,14,0,0
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-3958964.jpg,45,1322,z,L,1,68,324,173.6,429.6,1,14,1,1
90,2,Stimuli\scenes\mainScenes\pexels-ryan-donnelly-100575.jpg,46,1171,/?,R,1,1572,698,1677.6,803.6,3,15,1,0
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4469153.jpg,47,860,/?,R,1,1250,904,1355.6,1009.6,2,3,0,0
90,2,Stimuli\scenes\mainScenes\pexels-skitterphoto-349749.jpg,48,1442,z,L,1,698,848,803.6,953.6,2,20,0,1
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827398.jpg,49,1257,/?,R,1,1572,662,1677.6,767.6,3,14,0,0
90,2,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158669.jpg,50,1742,z,L,1,1248,430,1353.6,535.6,1,3,1,0
90,2,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-1599791.jpg,51,1424,/?,R,1,938,444,1043.6,549.6,1,15,0,0
90,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7587482.jpg,52,1200,z,L,1,1240,916,1345.6,1021.6,2,20,0,1
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-3935337.jpg,53,887,/?,R,1,998,672,1103.6,777.6,2,3,0,1
90,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg,54,1583,z,L,1,34,900,139.6,1005.6,2,20,0,1
90,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-6835079.jpg,55,1031,z,L,1,1656,510,1761.6,615.6,3,14,0,0
90,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956843.jpg,56,861,z,L,1,508,888,613.6,993.6,2,15,1,1
90,2,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg,57,731,z,L,1,1088,218,1193.6,323.6,1,15,0,0
90,2,Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg,58,1485,z,L,1,534,446,639.6,551.6,3,14,0,0
90,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312078.jpg,59,748,z,L,1,1014,852,1119.6,957.6,2,3,0,1
90,2,Stimuli\scenes\mainScenes\pexels-pixabay-534151.jpg,60,1318,/?,L,0,1278,696,1383.6,801.6,2,20,0,1
